datetime,temperature,humidity,co2
2024-12-27 01:31:00.00,31.0,46.1,519.0
2024-12-27 01:32:00.00,30.8,46.6,542.6
2024-12-27 01:33:00.00,31.1,46.6,558.0
2024-12-27 01:34:00.00,30.8,45.8,557.4
2024-12-27 01:35:00.00,30.9,44.6,541.9
2024-12-27 01:36:00.00,31.2,44.9,541.6
2024-12-27 01:37:00.00,31.3,44.7,516.6
2024-12-27 01:38:00.00,31.5,44.6,522.3
2024-12-27 01:39:00.00,31.7,45.0,507.7
2024-12-27 01:40:00.00,31.7,44.9,513.9
2024-12-27 01:41:00.00,32.0,45.3,510.3
2024-12-27 01:42:00.00,31.9,46.3,514.9
2024-12-27 01:43:00.00,31.9,45.7,518.2
2024-12-27 01:44:00.00,31.7,45.3,498.5
2024-12-27 01:45:00.00,31.8,44.3,504.0
2024-12-27 01:46:00.00,32.2,44.6,518.1
2024-12-27 01:47:00.00,32.3,44.9,523.3
2024-12-27 01:48:00.00,32.2,44.8,536.5
2024-12-27 01:49:00.00,31.7,45.0,559.7
2024-12-27 01:50:00.00,32.0,44.3,555.3
2024-12-27 01:51:00.00,32.2,44.7,534.1
2024-12-27 01:52:00.00,32.2,44.6,546.1
2024-12-27 01:53:00.00,32.3,44.9,542.5
2024-12-27 01:54:00.00,32.7,44.1,543.1
2024-12-27 01:55:00.00,32.3,44.0,553.2
2024-12-27 01:56:00.00,32.8,44.2,539.3
2024-12-27 01:57:00.00,32.7,43.9,552.8
2024-12-27 01:58:00.00,32.8,44.3,530.8
2024-12-27 01:59:00.00,32.2,44.9,519.9
2024-12-27 02:00:00.00,32.2,44.8,542.1
2024-12-27 02:01:00.00,32.2,45.1,544.6
2024-12-27 02:02:00.00,32.2,45.1,545.3
2024-12-27 02:03:00.00,32.1,45.4,550.9
2024-12-27 02:04:00.00,31.7,45.5,547.2
2024-12-27 02:05:00.00,31.7,46.2,548.7
2024-12-27 02:06:00.00,31.9,46.1,540.1
2024-12-27 02:07:00.00,31.8,46.7,520.6
2024-12-27 02:08:00.00,31.5,46.3,534.3
2024-12-27 02:09:00.00,31.8,46.9,512.7
2024-12-27 02:10:00.00,31.5,46.7,513.5
2024-12-27 02:11:00.00,31.4,46.7,522.0
2024-12-27 02:12:00.00,31.6,46.8,517.8
2024-12-27 02:13:00.00,31.5,46.4,530.0
2024-12-27 02:14:00.00,31.4,46.5,507.8
2024-12-27 02:15:00.00,31.4,46.6,507.6
2024-12-27 02:16:00.00,31.2,47.1,517.2
2024-12-27 02:17:00.00,31.4,47.4,522.3
2024-12-27 02:18:00.00,31.3,47.1,502.5
2024-12-27 02:19:00.00,31.3,46.8,511.0
2024-12-27 02:20:00.00,31.2,46.3,493.3
2024-12-27 02:21:00.00,31.0,45.8,501.4
2024-12-27 02:22:00.00,31.2,46.1,505.8
2024-12-27 02:23:00.00,31.0,44.7,522.3
2024-12-27 02:24:00.00,31.5,44.4,508.3
2024-12-27 02:25:00.00,31.7,44.8,483.5
2024-12-27 02:26:00.00,31.8,44.5,474.4
2024-12-27 02:27:00.00,31.5,43.8,464.0
2024-12-27 02:28:00.00,31.5,43.6,482.9
2024-12-27 02:29:00.00,31.4,43.9,490.0
2024-12-27 02:30:00.00,31.6,43.9,491.6
2024-12-27 02:31:00.00,31.4,44.2,508.6
2024-12-27 02:32:00.00,31.4,43.7,506.0
2024-12-27 02:33:00.00,31.1,42.6,527.1
2024-12-27 02:34:00.00,31.0,43.0,527.9
2024-12-27 02:35:00.00,30.8,43.2,523.5
2024-12-27 02:36:00.00,31.2,43.3,520.5
2024-12-27 02:37:00.00,31.1,43.7,518.5
2024-12-27 02:38:00.00,31.1,43.6,538.9
2024-12-27 02:39:00.00,31.0,44.4,534.5
2024-12-27 02:40:00.00,31.4,45.1,546.4
2024-12-27 02:41:00.00,31.8,45.2,531.2
2024-12-27 02:42:00.00,31.6,45.2,523.2
2024-12-27 02:43:00.00,31.5,45.3,529.8
2024-12-27 02:44:00.00,31.6,44.5,515.9
2024-12-27 02:45:00.00,31.8,44.6,522.0
2024-12-27 02:46:00.00,31.9,43.3,532.2
2024-12-27 02:47:00.00,32.2,43.0,518.5
2024-12-27 02:48:00.00,32.3,43.5,514.0
2024-12-27 02:49:00.00,31.9,43.0,515.9
2024-12-27 02:50:00.00,31.6,43.9,512.4
2024-12-27 02:51:00.00,31.7,43.9,531.1
2024-12-27 02:52:00.00,31.7,44.6,527.2
2024-12-27 02:53:00.00,31.3,44.9,543.3
2024-12-27 02:54:00.00,31.2,45.0,523.4
2024-12-27 02:55:00.00,31.4,45.4,526.3
2024-12-27 02:56:00.00,31.1,46.6,550.6
2024-12-27 02:57:00.00,31.4,45.8,526.7
2024-12-27 02:58:00.00,31.5,45.9,542.1
2024-12-27 02:59:00.00,31.8,45.6,543.2
2024-12-27 03:00:00.00,31.6,46.0,573.1
2024-12-27 03:01:00.00,32.1,45.9,586.8
2024-12-27 03:02:00.00,32.2,46.1,590.2
2024-12-27 03:03:00.00,32.3,45.7,590.3
2024-12-27 03:04:00.00,32.4,45.6,562.3
2024-12-27 03:05:00.00,32.3,45.1,532.0
2024-12-27 03:06:00.00,32.1,45.3,533.3
2024-12-27 03:07:00.00,32.2,45.7,508.5
2024-12-27 03:08:00.00,32.4,45.5,507.2
2024-12-27 03:09:00.00,32.3,45.0,533.3
2024-12-27 03:10:00.00,32.4,45.2,538.5
2024-12-27 03:11:00.00,32.5,45.2,511.2
2024-12-27 03:12:00.00,32.7,44.9,511.7
2024-12-27 03:13:00.00,32.5,45.0,478.1
2024-12-27 03:14:00.00,32.8,44.9,481.7
2024-12-27 03:15:00.00,32.6,45.6,510.3
2024-12-27 03:16:00.00,32.0,45.9,526.7
2024-12-27 03:17:00.00,32.2,46.2,541.9
2024-12-27 03:18:00.00,31.9,45.7,542.7
2024-12-27 03:19:00.00,31.3,46.5,544.6
2024-12-27 03:20:00.00,31.5,47.2,543.8
2024-12-27 03:21:00.00,31.3,47.6,554.3
2024-12-27 03:22:00.00,31.2,48.3,564.9
2024-12-27 03:23:00.00,31.7,49.6,575.8
2024-12-27 03:24:00.00,31.6,49.3,550.4
2024-12-27 03:25:00.00,31.2,48.6,565.0
2024-12-27 03:26:00.00,31.5,49.7,583.8
2024-12-27 03:27:00.00,31.4,49.4,575.9
2024-12-27 03:28:00.00,31.7,49.1,546.3
2024-12-27 03:29:00.00,31.3,48.7,534.3
2024-12-27 03:30:00.00,31.3,47.8,556.6
2024-12-27 03:31:00.00,31.4,46.7,529.9
2024-12-27 03:32:00.00,31.4,45.8,561.8
2024-12-27 03:33:00.00,32.0,45.9,541.9
2024-12-27 03:34:00.00,32.0,46.7,503.2
2024-12-27 03:35:00.00,31.8,45.9,523.3
2024-12-27 03:36:00.00,31.4,45.5,529.8
2024-12-27 03:37:00.00,31.3,44.4,523.5
2024-12-27 03:38:00.00,31.5,44.0,514.0
2024-12-27 03:39:00.00,31.2,43.5,524.3
2024-12-27 03:40:00.00,30.8,44.0,526.1
2024-12-27 03:41:00.00,30.9,44.0,508.3
2024-12-27 03:42:00.00,31.3,44.7,493.2
2024-12-27 03:43:00.00,31.4,45.0,502.7
2024-12-27 03:44:00.00,31.1,44.8,504.6
2024-12-27 03:45:00.00,31.4,44.5,501.9
2024-12-27 03:46:00.00,31.4,43.6,509.9
2024-12-27 03:47:00.00,31.2,43.7,532.2
2024-12-27 03:48:00.00,31.5,44.2,523.7
2024-12-27 03:49:00.00,31.8,44.3,540.0
2024-12-27 03:50:00.00,32.0,44.8,552.3
2024-12-27 03:51:00.00,31.8,43.8,536.0
2024-12-27 03:52:00.00,32.1,44.2,548.9
2024-12-27 03:53:00.00,32.2,44.0,538.1
2024-12-27 03:54:00.00,32.0,44.3,528.2
2024-12-27 03:55:00.00,31.8,44.1,507.7
2024-12-27 03:56:00.00,31.7,44.2,483.5
2024-12-27 03:57:00.00,31.5,44.7,512.0
2024-12-27 03:58:00.00,31.3,44.4,521.6
2024-12-27 03:59:00.00,31.6,45.0,521.3
2024-12-27 04:00:00.00,31.5,45.0,513.4
2024-12-27 04:01:00.00,31.2,44.9,522.6
2024-12-27 04:02:00.00,31.2,44.7,515.8
2024-12-27 04:03:00.00,31.4,45.5,537.7
2024-12-27 04:04:00.00,31.1,45.9,527.9
2024-12-27 04:05:00.00,31.4,46.1,512.0
2024-12-27 04:06:00.00,31.9,45.3,525.7
2024-12-27 04:07:00.00,31.8,44.9,529.4
2024-12-27 04:08:00.00,31.8,45.6,549.4
2024-12-27 04:09:00.00,31.7,46.5,541.3
2024-12-27 04:10:00.00,31.3,46.6,551.5
2024-12-27 04:11:00.00,31.4,46.2,544.5
2024-12-27 04:12:00.00,31.8,46.0,538.7
2024-12-27 04:13:00.00,31.6,45.5,542.3
2024-12-27 04:14:00.00,31.5,45.3,549.9
2024-12-27 04:15:00.00,31.6,45.3,528.4
2024-12-27 04:16:00.00,31.8,45.0,521.3
2024-12-27 04:17:00.00,31.9,44.2,533.7
2024-12-27 04:18:00.00,32.2,43.6,514.3
2024-12-27 04:19:00.00,32.2,43.2,490.3
2024-12-27 04:20:00.00,31.8,43.2,506.7
2024-12-27 04:21:00.00,31.5,43.5,521.7
2024-12-27 04:22:00.00,31.5,43.4,551.7
2024-12-27 04:23:00.00,31.6,42.4,541.2
2024-12-27 04:24:00.00,31.3,42.2,544.9
2024-12-27 04:25:00.00,31.0,43.5,569.4
2024-12-27 04:26:00.00,31.1,42.7,559.1
2024-12-27 04:27:00.00,31.4,43.2,548.4
2024-12-27 04:28:00.00,31.7,43.9,527.4
2024-12-27 04:29:00.00,31.7,44.6,544.9
2024-12-27 04:30:00.00,31.9,44.7,549.0
2024-12-27 04:31:00.00,31.9,44.4,560.1
2024-12-27 04:32:00.00,32.2,43.5,549.1
2024-12-27 04:33:00.00,32.0,43.2,541.6
2024-12-27 04:34:00.00,31.9,42.3,548.8
2024-12-27 04:35:00.00,32.2,42.6,534.5
2024-12-27 04:36:00.00,31.9,43.3,505.6
2024-12-27 04:37:00.00,31.6,43.9,519.8
2024-12-27 04:38:00.00,31.5,43.8,516.9
2024-12-27 04:39:00.00,31.3,44.3,527.2
2024-12-27 04:40:00.00,31.3,43.9,519.5
2024-12-27 04:41:00.00,31.1,43.7,508.1
2024-12-27 04:42:00.00,31.5,45.2,515.3
2024-12-27 04:43:00.00,31.8,45.7,515.1
2024-12-27 04:44:00.00,32.2,45.6,541.6
2024-12-27 04:45:00.00,32.4,45.3,534.1
2024-12-27 04:46:00.00,32.7,44.5,521.0
2024-12-27 04:47:00.00,32.8,45.0,510.7
2024-12-27 04:48:00.00,32.5,45.7,518.0
2024-12-27 04:49:00.00,32.5,46.7,534.7
2024-12-27 04:50:00.00,31.9,47.4,555.9
2024-12-27 04:51:00.00,32.2,46.2,550.7
2024-12-27 04:52:00.00,31.7,46.1,532.7
2024-12-27 04:53:00.00,31.6,46.2,547.3
2024-12-27 04:54:00.00,31.6,46.4,546.0
2024-12-27 04:55:00.00,31.7,46.9,547.9
2024-12-27 04:56:00.00,31.9,47.1,571.5
2024-12-27 04:57:00.00,31.8,46.5,581.0
2024-12-27 04:58:00.00,32.0,45.9,572.4
2024-12-27 04:59:00.00,31.8,45.3,556.7
2024-12-27 05:00:00.00,32.1,44.8,557.6
2024-12-27 05:01:00.00,32.3,45.4,570.3
2024-12-27 05:02:00.00,31.9,45.8,555.2
2024-12-27 05:03:00.00,31.7,45.0,558.6
2024-12-27 05:04:00.00,31.8,44.8,560.2
2024-12-27 05:05:00.00,31.5,45.1,564.8
2024-12-27 05:06:00.00,31.2,45.2,580.2
2024-12-27 05:07:00.00,31.0,45.8,582.8
2024-12-27 05:08:00.00,30.8,47.1,555.4
2024-12-27 05:09:00.00,30.8,46.4,530.4
2024-12-27 05:10:00.00,30.9,46.2,540.0
2024-12-27 05:11:00.00,30.7,45.7,535.6
2024-12-27 05:12:00.00,31.0,45.6,536.8
2024-12-27 05:13:00.00,30.8,45.5,523.2
2024-12-27 05:14:00.00,30.9,45.8,532.2
2024-12-27 05:15:00.00,31.0,45.0,507.7
2024-12-27 05:16:00.00,31.0,44.2,532.4
2024-12-27 05:17:00.00,31.2,44.1,521.4
2024-12-27 05:18:00.00,31.1,44.0,517.8
2024-12-27 05:19:00.00,31.2,45.0,505.9
2024-12-27 05:20:00.00,31.6,44.3,531.4
2024-12-27 05:21:00.00,31.6,44.7,501.6
2024-12-27 05:22:00.00,31.7,44.1,520.8
2024-12-27 05:23:00.00,31.8,43.2,528.6
2024-12-27 05:24:00.00,31.4,42.8,527.0
2024-12-27 05:25:00.00,31.5,43.1,513.2
2024-12-27 05:26:00.00,31.6,42.8,515.0
2024-12-27 05:27:00.00,31.3,43.0,505.7
2024-12-27 05:28:00.00,31.4,43.0,503.8
2024-12-27 05:29:00.00,31.5,42.8,507.6
2024-12-27 05:30:00.00,31.2,42.7,508.3
2024-12-27 05:31:00.00,31.1,42.5,527.8
2024-12-27 05:32:00.00,31.4,41.6,518.0
2024-12-27 05:33:00.00,31.6,42.5,527.9
2024-12-27 05:34:00.00,31.4,41.9,512.9
2024-12-27 05:35:00.00,31.0,41.2,504.9
2024-12-27 05:36:00.00,31.4,41.1,507.7
2024-12-27 05:37:00.00,31.1,41.1,489.3
2024-12-27 05:38:00.00,31.6,41.6,488.2
2024-12-27 05:39:00.00,31.2,41.1,497.5
2024-12-27 05:40:00.00,30.9,42.1,486.8
2024-12-27 05:41:00.00,31.2,42.8,487.0
2024-12-27 05:42:00.00,31.5,42.7,488.3
2024-12-27 05:43:00.00,31.4,42.3,485.0
2024-12-27 05:44:00.00,31.2,41.6,484.9
2024-12-27 05:45:00.00,31.5,41.9,506.6
2024-12-27 05:46:00.00,31.4,42.0,512.7
2024-12-27 05:47:00.00,31.5,41.8,519.7
2024-12-27 05:48:00.00,31.7,42.1,519.9
2024-12-27 05:49:00.00,31.4,42.6,536.9
2024-12-27 05:50:00.00,31.2,43.4,539.2
2024-12-27 05:51:00.00,31.6,44.0,535.1
2024-12-27 05:52:00.00,31.5,44.4,525.2
2024-12-27 05:53:00.00,31.5,43.8,525.5
2024-12-27 05:54:00.00,31.3,44.5,518.3
2024-12-27 05:55:00.00,31.2,44.0,531.3
2024-12-27 05:56:00.00,31.1,44.1,522.0
2024-12-27 05:57:00.00,30.6,43.6,534.4
2024-12-27 05:58:00.00,30.8,43.3,550.0
2024-12-27 05:59:00.00,30.7,42.8,525.1
2024-12-27 06:00:00.00,30.5,42.9,536.5
2024-12-27 06:01:00.00,30.5,42.0,535.0
2024-12-27 06:02:00.00,30.5,42.5,527.7
2024-12-27 06:03:00.00,30.7,43.8,537.5
2024-12-27 06:04:00.00,30.6,44.7,563.1
2024-12-27 06:05:00.00,30.8,44.3,554.7
2024-12-27 06:06:00.00,31.0,44.4,538.6
2024-12-27 06:07:00.00,30.8,43.8,511.5
2024-12-27 06:08:00.00,30.5,44.0,511.4
2024-12-27 06:09:00.00,30.7,44.9,521.6
2024-12-27 06:10:00.00,30.7,43.7,515.6
2024-12-27 06:11:00.00,30.9,45.6,543.2
2024-12-27 06:12:00.00,30.8,46.0,551.3
2024-12-27 06:13:00.00,30.7,45.6,550.7
2024-12-27 06:14:00.00,30.5,45.9,540.4
2024-12-27 06:15:00.00,30.4,45.8,537.1
2024-12-27 06:16:00.00,30.9,46.0,543.9
2024-12-27 06:17:00.00,31.2,45.9,548.9
2024-12-27 06:18:00.00,31.4,45.9,541.7
2024-12-27 06:19:00.00,31.5,45.7,544.5
2024-12-27 06:20:00.00,31.7,45.3,547.1
2024-12-27 06:21:00.00,31.6,45.1,569.6
2024-12-27 06:22:00.00,31.9,45.0,561.8
2024-12-27 06:23:00.00,31.8,44.9,539.5
2024-12-27 06:24:00.00,31.8,44.7,530.3
2024-12-27 06:25:00.00,31.6,43.8,531.3
2024-12-27 06:26:00.00,32.0,44.4,518.6
2024-12-27 06:27:00.00,31.7,45.3,528.9
2024-12-27 06:28:00.00,31.2,44.9,530.4
2024-12-27 06:29:00.00,31.2,44.7,522.3
2024-12-27 06:30:00.00,31.4,45.0,529.1
2024-12-27 06:31:00.00,31.7,44.7,536.4
2024-12-27 06:32:00.00,32.0,44.3,525.1
2024-12-27 06:33:00.00,32.3,43.7,504.2
2024-12-27 06:34:00.00,32.4,43.7,515.4
2024-12-27 06:35:00.00,32.6,43.6,493.8
2024-12-27 06:36:00.00,32.3,43.4,489.1
2024-12-27 06:37:00.00,32.5,43.7,500.8
2024-12-27 06:38:00.00,32.7,43.6,510.6
2024-12-27 06:39:00.00,32.6,43.6,511.2
2024-12-27 06:40:00.00,32.3,43.9,524.4
2024-12-27 06:41:00.00,31.8,44.4,508.2
2024-12-27 06:42:00.00,31.8,44.4,522.6
2024-12-27 06:43:00.00,31.7,44.7,530.8
2024-12-27 06:44:00.00,31.7,44.7,511.6
2024-12-27 06:45:00.00,32.0,45.0,519.2
2024-12-27 06:46:00.00,31.9,44.9,513.5
2024-12-27 06:47:00.00,31.6,44.8,522.3
2024-12-27 06:48:00.00,32.0,44.3,509.0
2024-12-27 06:49:00.00,32.0,44.7,525.3
2024-12-27 06:50:00.00,31.6,45.2,525.7
2024-12-27 06:51:00.00,31.4,45.2,523.7
2024-12-27 06:52:00.00,31.7,45.8,535.6
2024-12-27 06:53:00.00,31.8,46.5,555.1
2024-12-27 06:54:00.00,31.9,47.0,555.6
2024-12-27 06:55:00.00,32.0,46.8,536.2
2024-12-27 06:56:00.00,32.2,46.7,512.0
2024-12-27 06:57:00.00,32.0,45.8,500.6
2024-12-27 06:58:00.00,31.9,45.1,509.4
2024-12-27 06:59:00.00,31.7,44.8,520.6
2024-12-27 07:00:00.00,31.4,46.4,586.5
2024-12-27 07:01:00.00,30.8,46.2,575.9
2024-12-27 07:02:00.00,30.4,47.7,606.9
2024-12-27 07:03:00.00,29.8,49.5,637.8
2024-12-27 07:04:00.00,29.3,48.9,656.2
2024-12-27 07:05:00.00,28.9,50.0,677.1
2024-12-27 07:06:00.00,28.9,50.4,670.3
2024-12-27 07:07:00.00,28.5,49.2,679.4
2024-12-27 07:08:00.00,28.4,50.8,689.5
2024-12-27 07:09:00.00,28.2,50.0,677.6
2024-12-27 07:10:00.00,27.8,50.9,651.8
2024-12-27 07:11:00.00,27.7,51.5,622.0
2024-12-27 07:12:00.00,27.4,51.4,602.2
2024-12-27 07:13:00.00,27.2,51.0,607.6
2024-12-27 07:14:00.00,27.3,50.1,647.7
2024-12-27 07:15:00.00,27.1,50.2,653.4
2024-12-27 07:16:00.00,27.2,50.5,655.5
2024-12-27 07:17:00.00,26.7,49.8,644.8
2024-12-27 07:18:00.00,26.8,50.1,663.8
2024-12-27 07:19:00.00,26.9,50.2,613.4
2024-12-27 07:20:00.00,26.8,50.8,632.3
2024-12-27 07:21:00.00,27.0,50.6,619.2
2024-12-27 07:22:00.00,26.8,51.1,579.8
2024-12-27 07:23:00.00,26.7,51.3,621.0
2024-12-27 07:24:00.00,26.6,51.2,607.3
2024-12-27 07:25:00.00,26.8,50.3,643.6
2024-12-27 07:26:00.00,27.0,50.5,610.2
2024-12-27 07:27:00.00,26.8,50.6,590.6
2024-12-27 07:28:00.00,27.0,50.3,575.3
2024-12-27 07:29:00.00,26.9,50.9,609.3
2024-12-27 07:30:00.00,26.9,51.3,592.2
2024-12-27 07:31:00.00,26.9,51.6,573.3
2024-12-27 07:32:00.00,26.9,52.0,586.1
2024-12-27 07:33:00.00,27.0,51.5,618.1
2024-12-27 07:34:00.00,26.8,51.0,639.8
2024-12-27 07:35:00.00,26.9,51.8,653.8
2024-12-27 07:36:00.00,26.8,51.9,672.5
2024-12-27 07:37:00.00,26.7,51.3,661.2
2024-12-27 07:38:00.00,26.6,52.0,623.7
2024-12-27 07:39:00.00,26.7,53.5,651.6
2024-12-27 07:40:00.00,26.7,53.7,658.9
2024-12-27 07:41:00.00,26.6,53.7,655.3
2024-12-27 07:42:00.00,26.7,52.0,644.1
2024-12-27 07:43:00.00,26.6,53.8,672.5
2024-12-27 07:44:00.00,26.7,53.9,675.0
2024-12-27 07:45:00.00,26.6,53.2,644.3
2024-12-27 07:46:00.00,26.5,52.3,604.7
2024-12-27 07:47:00.00,26.4,52.3,580.0
2024-12-27 07:48:00.00,26.4,52.7,552.1
2024-12-27 07:49:00.00,26.4,53.5,578.0
2024-12-27 07:50:00.00,26.6,54.3,591.6
2024-12-27 07:51:00.00,26.5,53.6,599.5
2024-12-27 07:52:00.00,26.6,53.3,613.0
2024-12-27 07:53:00.00,26.6,53.0,596.1
2024-12-27 07:54:00.00,26.7,54.2,633.0
2024-12-27 07:55:00.00,26.7,54.8,633.5
2024-12-27 07:56:00.00,26.6,54.6,648.6
2024-12-27 07:57:00.00,26.7,54.0,639.4
2024-12-27 07:58:00.00,26.8,53.7,653.8
2024-12-27 07:59:00.00,26.7,53.3,649.6
2024-12-27 08:00:00.00,26.7,52.4,614.6
2024-12-27 08:01:00.00,26.2,52.6,607.0
2024-12-27 08:02:00.00,26.3,51.0,597.8
2024-12-27 08:03:00.00,26.1,51.6,577.4
2024-12-27 08:04:00.00,26.0,52.4,606.5
2024-12-27 08:05:00.00,26.0,52.7,642.0
2024-12-27 08:06:00.00,26.1,52.9,617.2
2024-12-27 08:07:00.00,25.8,52.0,646.6
2024-12-27 08:08:00.00,25.9,52.2,650.3
2024-12-27 08:09:00.00,25.8,51.9,599.2
2024-12-27 08:10:00.00,25.9,51.7,577.1
2024-12-27 08:11:00.00,25.9,52.4,589.0
2024-12-27 08:12:00.00,26.0,51.7,616.3
2024-12-27 08:13:00.00,26.0,52.0,632.5
2024-12-27 08:14:00.00,25.8,51.8,653.7
2024-12-27 08:15:00.00,26.1,52.6,659.1
2024-12-27 08:16:00.00,26.0,53.1,690.8
2024-12-27 08:17:00.00,25.8,52.9,656.6
2024-12-27 08:18:00.00,25.7,53.1,643.4
2024-12-27 08:19:00.00,25.7,53.1,645.7
2024-12-27 08:20:00.00,25.7,52.7,634.9
2024-12-27 08:21:00.00,25.7,52.8,612.5
2024-12-27 08:22:00.00,26.1,53.5,655.0
2024-12-27 08:23:00.00,26.0,53.8,655.0
2024-12-27 08:24:00.00,25.9,53.3,635.5
2024-12-27 08:25:00.00,25.8,53.0,625.3
2024-12-27 08:26:00.00,25.7,53.7,618.1
2024-12-27 08:27:00.00,25.4,52.4,616.5
2024-12-27 08:28:00.00,25.4,53.1,589.4
2024-12-27 08:29:00.00,25.1,52.7,615.3
2024-12-27 08:30:00.00,25.1,53.6,583.7
2024-12-27 08:31:00.00,25.3,53.8,554.2
2024-12-27 08:32:00.00,25.5,53.5,583.2
2024-12-27 08:33:00.00,25.7,53.2,572.4
2024-12-27 08:34:00.00,25.7,53.2,576.7
2024-12-27 08:35:00.00,25.7,52.0,553.7
2024-12-27 08:36:00.00,25.4,50.8,554.4
